room_type,bedrooms,bathrooms,price,host_is_superhost,host_listings_count,availability_30,review_scores_rating,review_scores_location,calculated_host_listings_count_private_rooms
Private room,1.0,1.0,66.0,f,38,0,4.78,4.67,21
Entire home/apt,3.0,2.0,331.0,t,2,8,4.98,4.84,0
Private room,1.0,1.0,80.0,t,2,0,4.83,4.94,2
Private room,1.0,1.0,107.0,t,2,24,4.75,4.89,2
Entire home/apt,2.0,1.5,453.0,t,6,14,4.85,4.94,1
Entire home/apt,1.0,1.0,499.0,t,4,24,4.95,5.0,0
Entire home/apt,1.0,1.5,349.0,f,1,24,4.81,4.94,0
Private room,1.0,1.0,135.0,f,1,28,4.76,4.86,1
Entire home/apt,1.0,1.0,332.0,t,1,13,4.98,4.57,0
Entire home/apt,1.0,1.0,150.0,t,3,4,4.89,4.94,0
Entire home/apt,0.0,1.0,123.0,t,1,5,4.89,4.89,0
Entire home/apt,1.0,1.0,192.0,t,11,1,4.81,4.98,0
Entire home/apt,2.0,2.0,296.0,f,1,24,4.8,5.0,0
Entire home/apt,4.0,2.0,750.0,f,2,22,4.88,4.97,0
Entire home/apt,1.0,1.0,110.0,t,6,1,4.82,5.0,0
Entire home/apt,0.0,1.0,77.0,f,1,1,4.8,4.95,0
Entire home/apt,1.0,1.0,115.0,f,1,0,4.56,4.56,0
Entire home/apt,3.0,2.5,248.0,f,2,0,4.79,4.9,0
Entire home/apt,1.0,1.0,118.0,t,9,22,4.92,4.97,3
Entire home/apt,1.0,1.0,180.0,t,2,0,4.9,4.9,0
Entire home/apt,4.0,2.0,638.0,f,1,16,5.0,5.0,0
Entire home/apt,1.0,1.0,191.0,f,2,0,4.81,4.86,0
Entire home/apt,2.0,1.0,333.0,t,2,22,4.88,4.79,0
Entire home/apt,2.0,2.0,350.0,t,2,28,5.0,5.0,0
Private room,1.0,1.0,74.0,t,12,1,4.82,5.0,12
Private room,1.0,2.0,42.0,f,4,0,3.94,4.0,4
Entire home/apt,3.0,1.5,300.0,f,1,3,4.92,4.88,0
Entire home/apt,2.0,2.0,179.0,t,1,2,4.86,4.69,0
Private room,1.0,1.0,113.0,t,3,0,5.0,4.95,3
Entire home/apt,1.0,1.0,171.0,t,1,7,4.99,4.98,0
Entire home/apt,1.0,1.0,192.0,t,2,17,4.91,4.83,0
Entire home/apt,2.0,1.0,117.0,t,1,4,4.89,4.67,0
Entire home/apt,1.0,1.0,143.0,t,2,8,4.86,4.87,0
Entire home/apt,2.0,2.0,207.0,f,1,0,4.85,4.98,0
Entire home/apt,2.0,1.0,286.0,t,1,12,4.9,4.87,0
Private room,1.0,1.0,146.0,t,5,25,4.78,4.94,4
Entire home/apt,1.0,1.0,99.0,f,252,0,4.78,5.0,0
Private room,1.0,1.0,95.0,t,2,14,4.81,4.84,2
Private room,1.0,1.0,127.0,t,1,12,4.98,4.97,1
Entire home/apt,2.0,1.5,300.0,t,2,6,4.95,4.86,0
Private room,1.0,1.0,53.0,f,12,16,3.8,5.0,8
Entire home/apt,1.0,1.0,138.0,f,1,4,4.9,4.94,0
Private room,1.0,1.0,232.0,t,5,15,4.95,4.93,2
Entire home/apt,1.0,1.0,148.0,t,5,18,4.91,4.97,2
Entire home/apt,0.0,1.0,90.0,t,1,8,4.94,4.93,0
Private room,1.0,1.5,139.0,t,5,23,4.75,4.95,4
Private room,1.0,1.5,148.0,t,5,23,4.7,4.89,4
Entire home/apt,1.0,1.0,275.0,t,1,2,5.0,4.99,0
Private room,1.0,1.0,134.0,f,2,12,4.98,4.97,1
Private room,1.0,1.0,120.0,t,1,12,4.89,4.92,1
Entire home/apt,3.0,2.5,494.0,t,1,5,4.96,4.94,0
Private room,1.0,1.5,82.0,f,1,1,4.99,4.93,1
Entire home/apt,2.0,2.0,424.0,t,2,6,4.99,4.99,1
Entire home/apt,1.0,1.0,162.0,t,1,0,5.0,4.86,0
Entire home/apt,2.0,1.5,360.0,t,2,25,4.92,4.95,0
Entire home/apt,3.0,1.5,535.0,t,1,0,5.0,4.87,0
Entire home/apt,1.0,1.0,249.0,t,1,21,4.97,4.97,0
Private room,1.0,1.0,170.0,t,1,24,4.92,4.98,1
Entire home/apt,0.0,1.0,98.0,f,23,0,2.5,2.5,0
Private room,2.0,1.0,280.0,t,3,12,4.8,5.0,3
Entire home/apt,3.0,1.5,333.0,t,1,7,4.96,4.95,0
Private room,1.0,1.0,109.0,f,3,19,4.7,4.9,3
Entire home/apt,0.0,1.0,242.0,f,4887,3,5.0,5.0,0
Private room,1.0,1.5,120.0,f,2,30,5.0,5.0,2
Entire home/apt,3.0,2.0,280.0,t,2,12,4.76,4.91,0
Entire home/apt,2.0,1.0,404.0,f,1,7,5.0,4.97,0
Entire home/apt,2.0,1.0,416.0,f,1,15,4.96,4.96,0
Private room,1.0,1.0,98.0,f,2,0,5.0,5.0,2
Private room,1.0,1.0,225.0,t,3,2,5.0,4.96,1
Private room,1.0,1.0,75.0,f,3,8,4.67,4.84,3
Entire home/apt,3.0,1.5,135.0,f,1,10,4.93,4.93,0
Entire home/apt,1.0,1.0,228.0,t,4,20,4.95,4.98,0
Private room,1.0,1.0,69.0,t,4,9,4.91,4.78,4
Entire home/apt,3.0,2.5,394.0,t,1,13,4.84,4.81,0
Entire home/apt,1.0,1.0,99.0,f,252,0,4.82,4.91,0
Entire home/apt,1.0,1.0,99.0,f,252,0,4.92,5.0,0
Private room,1.0,1.0,112.0,f,1,0,4.83,5.0,1
Private room,1.0,1.0,62.0,t,4,8,4.87,4.79,4
Private room,1.0,1.0,69.0,t,4,3,4.9,4.78,4
Entire home/apt,1.0,1.0,99.0,f,252,0,5.0,5.0,0
Entire home/apt,1.0,1.0,155.0,t,1,3,4.97,4.94,0
Entire home/apt,1.0,1.0,90.0,f,3,0,5.0,4.91,0
Private room,1.0,1.0,69.0,t,2,0,4.8,4.73,2
Private room,1.0,1.0,85.0,t,6,11,4.91,4.83,5
Entire home/apt,2.0,1.0,156.0,t,1,19,4.8,4.83,0
Private room,1.0,2.0,430.0,t,4,2,4.96,4.87,3
Private room,1.0,1.0,63.0,f,8,18,4.71,4.57,7
Entire home/apt,3.0,2.0,526.0,t,4,10,4.98,4.96,3
Entire home/apt,1.0,1.0,175.0,t,1,4,5.0,5.0,0
Entire home/apt,2.0,1.5,183.0,t,1,7,4.91,4.8,0
Private room,1.0,1.0,86.0,f,4,26,4.77,4.78,4
Entire home/apt,1.0,1.0,140.0,t,1,0,5.0,5.0,0
Private room,1.0,1.0,86.0,t,1,10,4.9,4.45,1
Entire home/apt,4.0,1.5,309.0,f,3,27,4.64,4.88,0
Entire home/apt,1.0,1.0,182.0,t,1,18,4.92,4.95,0
Entire home/apt,2.0,1.0,300.0,f,1,0,5.0,5.0,0
Entire home/apt,1.0,1.0,121.0,t,1,15,4.9,4.79,0
Entire home/apt,2.0,2.0,409.0,f,1,22,4.88,4.98,0
Entire home/apt,2.0,0.0,910.0,f,8,30,4.86,4.71,2
Entire home/apt,2.0,1.0,185.0,t,1,8,4.96,4.95,0
Entire home/apt,0.0,1.0,88.0,t,3,0,4.6,5.0,0
Entire home/apt,2.0,1.0,450.0,t,2,23,4.95,4.94,0
Entire home/apt,1.0,1.0,387.0,f,4887,0,5.0,5.0,0
Entire home/apt,2.0,1.0,116.0,f,20,0,4.89,5.0,0
Entire home/apt,1.0,1.0,112.0,t,3,9,4.89,4.75,0
Entire home/apt,1.0,1.0,274.0,t,1,20,4.97,4.96,0
Entire home/apt,1.0,1.0,99.0,f,252,0,4.83,5.0,0
Entire home/apt,5.0,3.0,460.0,t,17,0,4.75,4.88,0
Entire home/apt,3.0,2.0,569.0,t,4,19,4.91,4.84,3
Entire home/apt,1.0,1.0,162.0,t,1,7,4.79,4.88,0
Private room,1.0,1.0,100.0,f,4,0,4.91,4.45,3
Entire home/apt,3.0,2.0,159.0,t,5,7,4.76,4.75,0
Private room,1.0,0.5,78.0,f,2,0,4.86,4.86,2
Entire home/apt,2.0,1.5,269.0,t,1,7,4.99,4.97,0
Entire home/apt,0.0,1.0,182.0,t,1,18,4.88,4.93,0
Private room,0.0,1.0,129.0,t,1,2,4.93,4.91,1
Entire home/apt,1.0,1.0,104.0,t,1,2,4.96,4.87,0
Entire home/apt,4.0,1.0,157.0,t,2,23,4.73,4.68,1
Private room,1.0,1.0,69.0,t,4,3,4.92,4.85,4
Entire home/apt,1.0,1.0,479.0,f,4887,0,5.0,5.0,0
Entire home/apt,1.0,1.0,344.0,f,4887,1,1.0,1.0,0
Entire home/apt,1.0,1.0,390.0,f,4887,0,1.0,5.0,0
Entire home/apt,4.0,2.5,875.0,f,2,9,5.0,4.89,0
Private room,1.0,1.0,123.0,t,22,0,4.76,4.29,11
Entire home/apt,2.0,1.0,375.0,t,2,6,4.85,4.97,0
Entire home/apt,2.0,1.0,189.0,t,2,20,4.91,4.92,0
Private room,1.0,1.0,109.0,t,4,8,4.93,4.95,4
Private room,1.0,1.0,78.0,t,22,12,4.75,4.36,11
Private room,1.0,1.0,126.0,t,6,14,4.97,4.97,6
Entire home/apt,1.0,1.5,704.0,t,1,2,4.98,4.94,0
Private room,1.0,1.0,102.0,t,2,0,4.92,4.92,2
Entire home/apt,1.0,1.0,85.0,f,1,0,4.43,3.29,0
Entire home/apt,1.0,1.0,156.0,f,1,5,4.86,4.94,0
Private room,1.0,2.0,67.0,t,4,0,4.86,4.73,4
Entire home/apt,1.0,1.0,336.0,t,1,20,4.96,4.95,0
Private room,1.0,1.0,131.0,t,6,8,4.97,4.93,6
Private room,1.0,1.0,124.0,t,6,18,4.92,4.93,6
Entire home/apt,1.0,1.0,125.0,t,4,13,4.88,4.7,0
Entire home/apt,1.0,1.0,195.0,t,1,1,4.95,4.93,0
Private room,1.0,1.0,80.0,f,2,30,4.85,4.8,2
Entire home/apt,1.0,1.0,104.0,t,4,0,4.6,5.0,0
Private room,1.0,1.0,45.0,t,4,0,4.71,4.9,3
Private room,1.0,1.0,50.0,t,4,0,4.6,4.8,3
Private room,1.0,1.0,99.0,f,2,30,4.64,4.77,2
Private room,1.0,1.0,116.0,t,1,8,4.91,4.89,1
Entire home/apt,3.0,2.0,881.0,t,4,5,4.91,4.78,0
Entire home/apt,1.0,1.0,160.0,t,3,3,4.83,4.88,0
Private room,1.0,1.0,62.0,t,3,14,4.77,4.44,3
Private room,1.0,1.0,51.0,t,3,13,4.77,4.56,3
Private room,1.0,1.0,48.0,t,3,12,4.72,4.49,3
Private room,1.0,1.0,57.0,f,12,17,4.5,4.67,8
Private room,1.0,1.0,115.0,t,4,2,4.94,4.92,4
Private room,1.0,1.0,83.0,t,5,8,4.98,4.89,5
Entire home/apt,3.0,1.5,418.0,f,2,19,4.98,4.93,0
Entire home/apt,1.0,1.0,164.0,t,143,5,4.86,4.85,0
Entire home/apt,1.0,1.0,86.0,f,2,4,4.76,4.84,0
Entire home/apt,2.0,1.5,158.0,t,3,0,5.0,4.96,0
Private room,1.0,1.0,42.0,t,4,0,4.93,4.79,3
Private room,1.0,1.0,106.0,t,4,8,4.92,4.94,4
Entire home/apt,0.0,1.0,115.0,f,252,0,4.9,4.84,0
Private room,1.0,1.0,100.0,t,2,0,4.92,4.93,2
Entire home/apt,0.0,1.0,119.0,t,2,5,4.93,4.82,0
Entire home/apt,1.0,1.0,159.0,t,1,12,4.92,5.0,0
Entire home/apt,2.0,1.5,195.0,t,3,0,4.82,4.75,0
Entire home/apt,2.0,1.0,255.0,f,1,0,4.88,5.0,0
Entire home/apt,1.0,1.0,106.0,t,2,7,5.0,4.89,0
Entire home/apt,1.0,1.0,196.0,t,143,5,4.94,4.89,0
Private room,1.0,1.0,68.0,f,38,0,5.0,5.0,21
Entire home/apt,2.0,1.0,125.0,f,24,0,4.29,4.86,0
Entire home/apt,1.0,1.0,73.0,t,2,5,4.83,4.89,0
Private room,1.0,1.0,195.0,t,2,22,4.92,4.99,1
Entire home/apt,1.0,1.0,120.0,f,2,0,4.0,4.75,0
Entire home/apt,2.0,1.0,240.0,t,1,2,4.96,4.9,0
Entire home/apt,3.0,2.0,176.0,f,2,3,4.76,4.91,0
Entire home/apt,4.0,2.0,608.0,f,2,0,4.94,4.95,0
Private room,1.0,1.0,71.0,t,12,0,4.14,4.57,12
Entire home/apt,1.0,1.0,115.0,f,1,0,5.0,5.0,0
Entire home/apt,3.0,2.0,585.0,t,1,3,4.97,4.9,0
Private room,1.0,1.0,65.0,f,2,5,4.91,5.0,2
Entire home/apt,3.0,1.0,130.0,t,4,15,4.54,4.92,0
Entire home/apt,2.0,1.0,135.0,f,24,5,4.75,5.0,0
Private room,1.0,1.0,74.0,t,7,0,4.92,4.83,2
Private room,0.0,1.0,79.0,f,1,1,4.0,5.0,1
Entire home/apt,2.0,2.0,155.0,f,1,0,4.43,4.5,0
Entire home/apt,1.0,1.0,120.0,f,24,0,5.0,5.0,0
Entire home/apt,1.0,1.0,165.0,t,1,6,4.98,4.98,0
Entire home/apt,1.0,1.0,143.0,t,5,21,4.74,4.77,3
Entire home/apt,1.0,1.0,230.0,f,1,23,4.87,4.82,0
Entire home/apt,2.0,1.0,285.0,t,3,17,4.85,4.89,1
Private room,1.0,1.0,97.0,t,3,5,4.87,4.79,3
Private room,1.0,1.0,109.0,t,3,8,4.86,4.81,3
Private room,1.0,1.0,110.0,t,3,29,4.9,4.75,3
Entire home/apt,1.0,1.5,109.0,t,1,8,4.89,4.83,0
Entire home/apt,2.0,2.0,498.0,t,6,9,4.98,4.83,0
Entire home/apt,2.0,1.0,143.0,t,6,0,4.94,5.0,0
Entire home/apt,0.0,1.0,232.0,f,4887,0,4.5,4.0,0
Entire home/apt,0.0,1.0,249.0,f,4887,0,5.0,5.0,0
Entire home/apt,0.0,1.0,255.0,f,4887,0,5.0,5.0,0
Entire home/apt,1.0,1.0,145.0,t,2,9,4.95,4.89,0
Entire home/apt,1.0,1.0,376.0,t,7,22,4.95,4.95,0
Private room,1.0,1.0,46.0,t,22,0,4.63,4.0,11
Private room,1.0,1.0,63.0,f,8,30,4.8,5.0,7
Private room,1.0,1.0,69.0,f,8,30,5.0,4.86,7
Entire home/apt,0.0,1.0,252.0,t,143,3,4.97,4.93,0
Entire home/apt,1.0,1.0,193.0,t,1,3,4.99,4.97,0
Entire home/apt,0.0,1.0,204.0,t,143,5,4.93,4.86,0
Entire home/apt,2.0,1.0,225.0,f,1,29,5.0,5.0,0
Private room,6.0,1.0,199.0,t,142,1,5.0,5.0,30
Entire home/apt,2.0,1.0,234.0,t,2,20,4.75,5.0,0
Private room,6.0,1.0,202.0,t,142,2,5.0,5.0,30
Private room,0.0,1.0,208.0,t,142,3,4.88,5.0,30
Entire home/apt,1.0,1.0,362.0,t,142,2,4.93,4.87,30
Entire home/apt,1.0,1.0,382.0,t,142,5,4.7,4.9,30
Entire home/apt,1.0,1.0,87.0,t,1,3,4.91,4.9,0
Private room,1.0,1.0,195.0,t,1,11,4.96,4.97,1
Entire home/apt,2.0,1.0,490.0,f,2,0,4.98,4.98,0
Entire home/apt,1.0,1.0,164.0,t,1,7,4.87,4.93,0
Entire home/apt,2.0,2.0,300.0,t,3,0,5.0,5.0,0
Entire home/apt,2.0,1.0,200.0,t,3,14,4.98,4.96,0
Entire home/apt,1.0,1.0,180.0,t,1,28,5.0,4.89,0
Entire home/apt,1.0,1.0,297.0,f,1,0,5.0,5.0,0
Private room,1.0,1.0,53.0,t,1,16,4.81,4.63,1
Private room,1.0,2.0,62.0,t,5,19,4.74,4.85,5
Entire home/apt,2.0,1.0,393.0,t,142,5,4.63,5.0,30
Entire home/apt,1.0,1.0,80.0,f,1,10,4.51,4.65,0
Hotel room,1.0,4.0,94.0,f,15,26,4.55,4.0,12
Entire home/apt,1.0,1.0,349.0,t,142,2,4.97,4.93,30
Entire home/apt,2.0,1.0,174.0,f,23,0,4.57,5.0,0
Entire home/apt,1.0,1.0,155.0,t,2,0,4.81,4.19,0
Entire home/apt,1.0,1.0,275.0,t,1,0,4.98,4.99,0
Private room,0.0,1.0,85.0,f,2,0,5.0,5.0,1
Entire home/apt,1.0,1.0,185.0,t,1,28,5.0,5.0,0
Private room,1.0,1.0,99.0,t,142,8,4.77,4.85,30
Private room,1.0,1.0,60.0,t,3,7,4.87,4.64,3
Private room,6.0,1.0,182.0,t,142,3,4.94,5.0,30
Entire home/apt,1.0,1.0,120.0,t,1,0,5.0,5.0,0
Entire home/apt,1.0,1.0,120.0,t,2,0,5.0,5.0,0
Entire home/apt,0.0,1.0,253.0,f,4887,0,3.5,5.0,0
Entire home/apt,0.0,1.0,253.0,f,4887,0,4.5,5.0,0
Entire home/apt,1.0,1.0,120.0,f,1,10,4.76,5.0,0
Entire home/apt,2.0,2.0,352.0,f,1,0,4.86,4.89,0
Private room,1.0,1.0,58.0,t,6,10,4.79,4.88,5
Entire home/apt,0.0,1.0,65.0,f,252,0,4.88,4.94,0
Entire home/apt,4.0,1.0,299.0,f,3,0,5.0,5.0,0
Entire home/apt,1.0,1.0,158.0,f,24,0,4.33,4.67,0
Private room,1.0,1.0,157.0,t,3,3,4.95,4.93,2
Entire home/apt,2.0,1.0,172.0,f,1,14,4.81,4.88,0
Hotel room,1.0,1.0,174.0,f,13,30,4.75,4.83,0
Hotel room,1.0,1.0,221.0,f,13,30,4.81,5.0,0
Hotel room,1.0,1.0,188.0,f,13,30,4.3,4.8,0
Hotel room,1.0,1.0,194.0,f,13,30,4.05,4.77,0
Hotel room,1.0,1.0,203.0,f,13,30,4.72,4.78,0
Hotel room,1.0,1.0,183.0,f,13,30,4.45,4.79,0
Hotel room,1.0,1.0,162.0,f,13,25,4.58,4.84,0
Private room,1.0,1.0,69.0,t,4,3,4.85,4.77,4
Private room,1.0,1.0,143.0,t,1,5,4.99,4.95,1
Private room,1.0,1.0,46.0,t,22,0,4.62,3.96,11
Entire home/apt,1.0,1.0,148.0,t,1,11,4.95,4.94,0
Entire home/apt,3.0,2.0,370.0,f,2,0,5.0,5.0,0
Entire home/apt,1.0,1.0,115.0,f,1,0,4.86,5.0,0
Hotel room,1.0,1.0,145.0,f,8,0,4.49,3.12,0
Hotel room,1.0,1.0,145.0,f,8,0,3.8,3.4,0
Hotel room,1.0,1.0,145.0,f,8,0,4.6,3.54,0
Hotel room,1.0,1.0,173.0,f,8,0,4.0,3.2,0
Hotel room,1.0,1.0,173.0,f,8,0,4.5,3.5,0
Entire home/apt,3.0,2.5,849.0,t,2,15,5.0,4.93,0
Entire home/apt,1.0,1.0,144.0,t,1,5,4.87,4.9,0
Entire home/apt,3.0,1.5,450.0,f,1,23,4.85,4.92,0
Private room,1.0,1.0,60.0,f,2,15,4.85,4.85,2
Private room,1.0,1.0,69.0,f,8,30,5.0,5.0,7
Entire home/apt,1.0,1.0,103.0,t,4,0,5.0,4.93,2
Entire home/apt,3.0,2.0,250.0,f,1,30,4.88,4.88,0
Entire home/apt,3.0,1.5,402.0,f,1,21,4.96,4.92,0
Entire home/apt,2.0,1.0,252.0,t,1,20,4.9,4.8,0
Private room,1.0,1.0,44.0,t,4,0,4.5,4.2,3
Entire home/apt,1.0,1.0,136.0,f,18,0,4.25,4.88,0
Entire home/apt,5.0,3.5,716.0,t,8,5,5.0,5.0,0
Entire home/apt,2.0,2.0,275.0,t,6,4,4.93,5.0,0
Entire home/apt,0.0,1.0,99.0,f,43,0,4.86,5.0,0
Entire home/apt,1.0,1.0,73.0,f,1,0,4.85,4.69,0
Private room,1.0,1.0,100.0,f,4,0,4.58,4.92,3
Entire home/apt,4.0,3.5,720.0,f,1,17,5.0,5.0,0
Entire home/apt,3.0,1.5,131.0,t,2,0,4.94,4.72,0
Private room,1.0,1.0,51.0,f,12,0,5.0,5.0,8
Entire home/apt,2.0,1.0,438.0,t,3,10,4.8,4.9,0
Entire home/apt,0.0,1.0,165.0,f,3,0,5.0,5.0,0
Private room,1.0,1.0,75.0,t,5,6,4.85,4.71,4
Entire home/apt,4.0,3.0,375.0,f,1,0,5.0,4.92,0
Private room,1.0,1.0,65.0,t,5,0,4.83,4.72,4
Private room,1.0,1.0,68.0,t,5,0,4.71,4.63,4
Entire home/apt,1.0,1.0,95.0,f,24,0,5.0,5.0,0
Private room,1.0,1.0,144.0,t,3,16,4.95,4.93,1
Hotel room,1.0,4.0,98.0,f,15,29,4.54,3.95,12
Entire home/apt,2.0,1.0,427.0,f,1,30,4.81,4.88,0
Private room,1.0,1.0,159.0,t,5,25,4.7,4.94,4
Entire home/apt,1.0,1.0,389.0,t,3,19,4.96,4.99,1
Entire home/apt,1.0,1.0,357.0,t,1,14,4.94,4.99,0
Entire home/apt,1.0,1.0,257.0,t,2,14,4.84,4.9,0
Entire home/apt,1.0,1.0,100.0,f,4,0,5.0,4.92,0
Entire home/apt,1.0,1.0,141.0,t,1,0,4.99,4.85,0
Entire home/apt,2.0,2.0,424.0,t,3,23,4.95,4.98,2
Entire home/apt,0.0,1.0,112.0,f,38,0,4.43,4.71,0
Entire home/apt,1.0,1.0,107.0,t,1,9,4.98,4.92,0
Entire home/apt,1.0,1.0,101.0,f,43,0,4.8,4.6,0
Entire home/apt,3.0,1.5,349.0,f,1,6,4.85,4.86,0
Entire home/apt,3.0,3.5,684.0,f,2,8,4.97,5.0,0
Entire home/apt,1.0,1.0,89.0,f,2,0,4.78,4.67,0
Hotel room,1.0,4.0,94.0,f,15,17,4.42,4.16,12
Private room,2.0,1.0,117.0,f,1,4,4.65,4.59,1
Entire home/apt,2.0,2.0,338.0,t,1,11,4.89,4.95,0
Entire home/apt,2.0,1.5,200.0,f,3,0,5.0,4.98,0
Hotel room,1.0,1.0,133.0,f,6,0,4.43,4.38,4
Hotel room,1.0,0.0,72.0,f,11,20,4.51,4.59,3
Hotel room,1.0,1.0,99.0,f,11,12,4.54,4.85,3
Entire home/apt,0.0,1.0,148.0,t,1,17,4.84,4.93,0
Entire home/apt,0.0,1.0,150.0,t,1,9,4.82,4.88,0
Private room,1.0,1.0,65.0,f,8,30,5.0,4.8,7
Hotel room,1.0,1.0,130.0,f,4,28,4.48,4.78,1
Private room,1.0,5.0,50.0,f,67,30,5.0,5.0,49
Private room,1.0,5.0,47.0,f,67,30,4.75,5.0,49
Private room,1.0,5.0,50.0,f,67,30,4.0,4.5,49
Private room,1.0,4.0,94.0,f,15,0,4.55,4.09,12
Private room,1.0,1.0,66.0,f,38,0,4.86,4.93,21
Entire home/apt,1.0,1.0,98.0,f,43,0,5.0,3.5,0
Private room,1.0,1.0,63.0,t,4,13,4.86,4.81,4
Private room,1.0,1.0,76.0,t,4,6,4.9,4.82,4
Private room,1.0,1.0,188.0,f,10,24,4.67,4.97,10
Private room,1.0,1.0,198.0,f,10,28,4.63,4.71,10
Private room,1.0,1.0,218.0,f,10,30,4.5,5.0,10
Private room,1.0,1.0,233.0,f,10,19,5.0,5.0,10
Private room,1.0,1.0,238.0,f,10,25,4.67,5.0,10
Private room,1.0,1.0,428.0,f,10,16,5.0,5.0,10
Entire home/apt,1.0,1.0,479.0,f,4887,0,5.0,5.0,0
Entire home/apt,0.0,1.0,99.0,f,252,0,4.94,4.88,0
Entire home/apt,1.0,2.0,230.0,t,2,3,5.0,5.0,0
Private room,1.0,1.0,42.0,f,5,14,4.5,4.75,5
Entire home/apt,1.0,1.0,198.0,f,1,21,4.81,4.89,0
Private room,1.0,1.0,265.0,t,2,16,4.93,5.0,1
Private room,1.0,5.0,50.0,f,67,30,5.0,4.5,49
Entire home/apt,2.0,2.0,179.0,f,1,8,4.76,4.73,0
Entire home/apt,2.0,1.5,175.0,f,1,0,5.0,5.0,0
Private room,1.0,1.0,129.0,f,15,28,4.49,4.05,12
Private room,1.0,1.0,74.0,t,7,0,5.0,4.0,2
Private room,1.0,1.0,79.0,t,5,9,4.93,4.84,3
Private room,1.0,1.0,127.0,t,2,8,4.91,4.8,1
Entire home/apt,1.0,1.0,501.0,f,4887,0,5.0,5.0,0
Entire home/apt,2.0,1.0,169.0,t,1,5,4.93,4.79,0
Private room,1.0,5.0,50.0,f,67,30,5.0,5.0,49
Entire home/apt,1.0,1.0,115.0,f,9,0,4.56,4.94,0
Entire home/apt,1.0,1.0,79.0,f,1,0,4.5,4.25,0
Private room,1.0,1.0,52.0,t,3,6,4.89,4.62,3
Entire home/apt,3.0,1.0,378.0,t,1,12,4.98,4.92,0
Entire home/apt,1.0,1.0,179.0,f,2,10,4.96,4.56,0
Private room,1.0,3.0,83.0,f,15,23,4.44,3.93,12
Private room,1.0,4.0,131.0,f,15,0,4.27,3.62,12
Entire home/apt,1.0,1.0,115.0,t,1,2,4.95,5.0,0
Private room,1.0,1.0,175.0,f,8,29,4.33,4.5,8
Private room,1.0,1.0,175.0,f,8,30,5.0,4.0,8
Private room,1.0,1.0,160.0,f,8,30,4.68,4.4,8
Private room,1.0,1.0,160.0,f,8,26,4.8,4.8,8
Private room,1.0,1.0,160.0,f,8,24,4.6,4.37,8
Entire home/apt,0.0,1.0,120.0,t,9,0,4.8,5.0,0
Private room,1.0,1.0,139.0,t,1,22,4.93,4.97,1
Entire home/apt,1.0,1.0,158.0,t,1,2,4.95,4.95,0
Private room,1.0,1.0,80.0,t,5,9,4.94,4.86,3
Entire home/apt,1.0,1.0,265.0,t,2,12,4.88,4.53,1
Hotel room,1.0,1.0,239.0,f,5,23,5.0,4.0,2
Entire home/apt,2.0,1.0,150.0,f,4,0,4.65,4.88,0
Entire home/apt,1.0,1.0,109.0,t,1,14,4.98,4.93,0
Entire home/apt,1.0,1.0,120.0,f,2,15,5.0,4.67,0
Entire home/apt,3.0,2.0,190.0,t,1,18,4.77,4.82,0
Hotel room,1.0,1.0,222.0,f,402,22,4.82,4.88,8
Entire home/apt,1.0,1.0,150.0,t,3,0,4.82,4.91,0
Private room,1.0,1.0,233.0,f,402,17,4.0,5.0,8
Private room,1.0,1.0,330.0,f,402,20,5.0,5.0,8
Private room,1.0,1.0,316.0,f,402,24,5.0,4.0,8
Private room,0.0,1.0,178.0,f,402,28,3.0,3.0,8
Private room,0.0,1.0,178.0,f,402,23,4.84,4.78,8
Private room,1.0,1.0,217.0,f,402,10,5.0,5.0,8
Private room,1.0,1.0,198.0,f,402,13,3.5,4.5,8
Entire home/apt,4.0,1.5,232.0,t,1,0,4.9,4.94,0
Entire home/apt,2.0,1.0,228.0,f,1,0,4.79,5.0,0
Entire home/apt,0.0,1.0,121.0,t,6,0,5.0,5.0,0
Entire home/apt,4.0,3.0,644.0,f,1,30,4.4,5.0,0
Private room,1.0,1.0,83.0,t,1,11,4.87,4.78,1
Entire home/apt,2.0,2.0,275.0,f,3,1,4.77,4.85,0
Entire home/apt,0.0,1.0,242.0,f,4887,1,5.0,4.0,0
Entire home/apt,0.0,1.0,99.0,f,252,0,5.0,4.82,0
Entire home/apt,2.0,1.0,132.0,t,1,3,4.84,4.95,0
Private room,1.0,5.0,47.0,f,67,0,5.0,5.0,49
Entire home/apt,5.0,2.0,420.0,t,17,0,4.86,5.0,0
Entire home/apt,1.0,1.0,199.0,f,47,0,5.0,5.0,0
Entire home/apt,1.0,1.0,107.0,f,2,0,4.67,4.89,0
Private room,1.0,1.0,121.0,t,1,11,4.92,4.9,1
Entire home/apt,2.0,1.0,229.0,t,1,21,4.83,4.54,0
Entire home/apt,2.0,2.0,190.0,t,5,0,5.0,5.0,0
Private room,1.0,1.0,220.0,t,2,11,5.0,5.0,1
Entire home/apt,3.0,2.0,225.0,t,5,9,4.9,4.81,3
Private room,1.0,1.0,90.0,t,5,9,4.95,4.78,3
Entire home/apt,1.0,1.0,115.0,f,1,7,4.67,4.97,0
Entire home/apt,3.0,2.0,249.0,t,24,0,5.0,5.0,0
Entire home/apt,1.0,1.0,145.0,t,1,15,4.95,4.76,0
Entire home/apt,1.0,1.0,95.0,f,252,0,4.8,4.9,0
