bedrooms,bathrooms,price,host_listings_count,availability_30,review_scores_rating,review_scores_location,calculated_host_listings_count_private_rooms,room_type_Hotel room,room_type_Private room,room_type_Shared room,host_is_superhost_t
1.0,1.0,90.0,38,17,5.0,4.67,21,False,True,False,False
1.0,1.0,62.0,7,22,4.62,4.65,7,False,True,False,False
1.0,1.0,78.0,20,4,4.22,4.22,0,False,False,False,False
3.0,1.5,145.0,5,0,4.5,4.83,0,False,False,False,True
1.0,1.0,82.0,5,5,4.97,4.89,5,False,True,False,True
2.0,1.0,288.0,1,4,4.8,4.67,0,False,False,False,False
2.0,1.0,221.0,1,29,4.7,4.9,0,False,False,False,False
5.0,3.5,450.0,2,0,4.86,4.93,0,False,False,False,False
2.0,1.0,62.0,6,9,4.84,4.6,4,False,True,False,True
1.0,1.0,59.0,6,0,4.83,4.68,4,False,True,False,True
2.0,1.0,241.0,3,19,4.96,4.74,0,False,False,False,True
1.0,1.0,91.0,12,0,4.72,4.79,8,False,True,False,False
1.0,2.0,86.0,2,6,4.99,4.88,2,False,True,False,True
1.0,1.0,285.0,1,16,4.92,4.98,0,False,False,False,True
1.0,2.0,72.0,2,12,4.97,4.9,2,False,True,False,True
1.0,1.0,85.0,7,0,4.84,4.72,5,False,True,False,True
2.0,2.0,200.0,12,0,4.65,4.81,8,False,False,False,False
1.0,1.0,300.0,1,24,4.97,4.93,0,False,False,False,False
1.0,2.0,121.0,2,1,4.91,4.85,2,False,True,False,True
2.0,1.0,242.0,3,0,5.0,5.0,3,False,True,False,True
3.0,2.0,713.0,2,5,4.92,4.92,1,False,False,False,False
1.0,1.0,475.0,3,14,4.94,4.85,0,False,False,False,True
3.0,2.5,399.0,25,3,4.98,4.95,0,False,False,False,True
0.0,0.0,57.0,12,0,3.67,5.0,8,False,True,False,False
1.0,1.0,58.0,38,1,5.0,4.89,21,False,True,False,False
1.0,1.0,88.0,45,0,5.0,5.0,33,False,True,False,False
1.0,1.0,105.0,7,23,4.83,4.81,5,False,True,False,True
2.0,1.5,264.0,2,0,4.86,4.86,0,False,False,False,True
0.0,1.0,110.0,7,0,5.0,4.9,0,False,False,False,True
1.0,1.0,99.0,1,30,4.82,4.36,1,False,True,False,False
3.0,1.0,130.0,6,0,4.88,4.88,0,False,False,False,False
1.0,1.0,450.0,1,0,4.98,4.98,0,False,False,False,True
1.0,1.0,68.0,1,2,4.5,4.5,0,False,False,False,True
1.0,1.0,98.0,5,10,4.0,4.33,0,False,False,False,True
0.0,1.0,78.0,43,0,4.67,4.56,0,False,False,False,False
3.0,2.0,240.0,2,0,4.83,4.25,0,False,False,False,False
0.0,1.0,77.0,43,0,4.0,3.63,0,False,False,False,False
1.0,1.0,347.0,1,7,4.94,4.89,0,False,False,False,True
2.0,2.0,435.0,1,29,4.78,4.59,0,False,False,False,False
1.0,1.0,212.0,2,30,4.96,4.99,1,False,True,False,True
1.0,1.0,250.0,1,14,5.0,5.0,0,False,False,False,True
1.0,2.0,83.0,5,19,4.71,4.8,5,False,True,False,True
1.0,2.0,69.0,5,19,4.69,4.79,5,False,True,False,True
1.0,1.0,150.0,1,0,4.89,4.96,0,False,False,False,True
1.0,1.0,41.0,2,0,4.72,4.79,2,False,True,False,False
2.0,2.5,295.0,3,0,5.0,4.95,0,False,False,False,True
1.0,1.0,298.0,1,1,4.94,4.85,0,False,False,False,True
1.0,1.0,90.0,7,23,4.85,4.73,5,False,True,False,True
1.0,1.0,101.0,1,6,4.93,4.9,0,False,False,False,True
1.0,1.0,165.0,1,5,4.99,4.96,0,False,False,False,True
0.0,0.0,105.0,7,27,4.59,4.48,7,False,True,False,False
2.0,1.0,624.0,1,14,4.99,4.93,0,False,False,False,True
1.0,1.0,86.0,4,0,5.0,5.0,3,False,True,False,False
1.0,1.0,149.0,1,0,5.0,4.86,0,False,False,False,True
1.0,1.0,184.0,1,10,4.89,4.87,0,False,False,False,True
0.0,1.0,107.0,1,1,4.74,4.86,0,False,False,False,False
1.0,1.0,185.0,1,20,4.91,4.91,0,False,False,False,True
3.0,2.0,197.0,2,3,4.86,4.53,0,False,False,False,True
0.0,1.0,463.0,77,30,4.95,4.9,0,False,False,False,False
1.0,1.0,180.0,1,12,4.94,4.93,0,False,False,False,True
2.0,1.0,259.0,1,18,4.91,4.95,0,False,False,False,True
2.0,1.0,175.0,2,18,4.83,4.88,0,False,False,False,True
1.0,1.0,94.0,7,24,4.81,4.75,5,False,True,False,True
2.0,1.0,196.0,2,9,4.78,4.9,0,False,False,False,True
1.0,0.0,155.0,5,6,5.0,5.0,1,False,True,False,True
3.0,2.0,250.0,1,0,4.74,4.79,0,False,False,False,False
1.0,1.0,235.0,1,0,5.0,4.0,0,False,False,False,False
1.0,1.5,170.0,1,25,4.98,4.84,1,False,True,False,True
2.0,1.0,99.0,2,0,4.89,4.79,0,False,False,False,True
1.0,1.0,151.0,1,0,4.84,4.9,0,False,False,False,True
2.0,1.0,386.0,2,9,4.84,4.86,0,False,False,False,True
0.0,1.0,362.0,77,30,4.75,5.0,0,False,False,False,False
0.0,1.0,292.0,77,30,4.73,4.82,0,False,False,False,False
2.0,1.5,303.0,615,0,4.87,4.91,0,False,False,False,False
1.0,1.0,300.0,2,0,4.91,5.0,0,False,False,False,True
2.0,1.0,192.0,1,8,4.85,4.92,0,False,False,False,False
3.0,2.0,504.0,4,3,4.82,4.55,0,False,False,False,True
0.0,1.0,362.0,77,30,4.8,4.8,0,False,False,False,False
1.0,2.0,73.0,5,16,4.74,4.8,5,False,True,False,True
0.0,1.0,210.0,1,2,4.96,4.97,0,False,False,False,True
0.0,1.0,49.0,11,0,4.67,4.81,6,False,True,False,False
4.0,2.0,270.0,2,11,5.0,4.5,0,False,False,False,True
2.0,2.0,349.0,1,16,4.81,4.94,0,False,False,False,False
1.0,1.0,193.0,1,30,4.75,4.85,0,False,False,False,False
2.0,1.0,395.0,2,0,4.94,4.96,1,False,False,False,True
1.0,1.0,199.0,4,4,4.9,4.64,0,False,False,False,True
1.0,1.0,118.0,23,0,4.17,4.67,0,False,False,False,False
3.0,2.0,887.0,7,21,4.93,4.79,0,False,False,False,False
2.0,1.0,201.0,2,0,4.84,4.86,0,False,False,False,True
1.0,1.0,48.0,16,30,4.15,4.31,6,False,True,False,False
2.0,1.0,200.0,2,0,4.8,4.9,0,False,False,False,False
1.0,1.0,85.0,1,0,4.82,4.83,0,False,False,False,True
1.0,1.0,135.0,4,8,4.95,4.94,4,False,True,False,True
1.0,1.0,216.0,1,19,4.95,4.98,0,False,False,False,True
2.0,1.0,450.0,2,0,4.95,4.95,1,False,False,False,True
1.0,1.0,187.0,2,11,4.95,4.71,0,False,False,False,True
1.0,1.0,68.0,1,9,4.84,4.74,1,False,True,False,False
1.0,1.0,55.0,16,30,4.43,4.57,6,False,True,False,False
1.0,1.0,154.0,2,16,4.92,4.84,2,False,True,False,True
0.0,1.0,78.0,43,0,3.5,2.5,0,False,False,False,False
1.0,1.0,94.0,1,4,4.97,4.9,0,False,False,False,True
1.0,1.0,40.0,2,0,5.0,4.75,2,False,True,False,True
2.0,1.0,300.0,1,13,5.0,5.0,0,False,False,False,False
1.0,1.0,145.0,1,7,4.93,4.93,0,False,False,False,True
2.0,1.0,213.0,1,3,4.92,4.97,0,False,False,False,True
1.0,1.0,152.0,1,15,4.95,4.91,0,False,False,False,True
2.0,1.5,250.0,2,6,5.0,5.0,0,False,False,False,False
1.0,1.0,190.0,1,15,4.93,4.93,0,False,False,False,True
1.0,1.0,225.0,1,0,5.0,4.95,0,False,False,False,True
1.0,1.0,66.0,3,10,4.82,4.83,0,False,False,False,False
2.0,1.0,218.0,1,30,5.0,4.85,0,False,False,False,False
1.0,1.0,162.0,1,11,4.91,4.76,0,False,False,False,True
2.0,2.0,193.0,1,0,4.81,4.88,0,False,False,False,False
0.0,1.0,77.0,43,3,3.5,2.5,0,False,False,False,False
3.0,2.0,170.0,5,0,4.95,5.0,0,False,False,False,True
1.0,1.0,126.0,23,0,3.5,4.75,0,False,False,False,False
3.0,2.0,442.0,1,13,4.93,4.87,0,False,False,False,True
1.0,1.0,93.0,3,0,4.92,4.97,2,False,True,False,True
1.0,1.0,87.0,3,15,4.9,4.95,2,False,True,False,True
3.0,2.0,420.0,3,0,5.0,4.75,0,False,False,False,True
1.0,1.0,137.0,2,9,4.83,4.92,2,False,True,False,True
1.0,3.0,60.0,20,0,5.0,5.0,20,False,True,False,True
1.0,1.0,113.0,1,15,4.88,4.89,0,False,False,False,True
1.0,1.0,122.0,5,0,4.8,4.8,0,False,False,False,True
2.0,1.0,220.0,4,3,4.81,4.34,0,False,False,False,True
1.0,1.0,126.0,1,29,4.84,4.88,0,False,False,False,False
0.0,1.0,59.0,11,0,4.48,4.76,6,False,False,False,False
3.0,1.5,239.0,2,0,4.85,4.67,0,False,False,False,False
1.0,1.0,138.0,5,0,4.71,4.71,0,False,False,False,True
1.0,2.0,65.0,4,7,4.36,4.64,4,False,True,False,False
2.0,2.0,60.0,4,15,4.43,4.76,4,False,True,False,False
1.0,1.0,264.0,1,1,4.97,4.89,0,False,False,False,True
1.0,1.0,74.0,12,0,4.5,4.75,12,False,True,False,True
1.0,1.0,71.0,12,20,4.94,4.65,12,False,True,False,True
1.0,1.0,74.0,12,0,4.62,4.64,12,False,True,False,True
3.0,2.0,695.0,2,30,5.0,5.0,0,False,False,False,True
2.0,1.0,104.0,1,0,5.0,4.82,0,False,False,False,True
1.0,1.0,123.0,23,0,4.38,4.75,0,False,False,False,False
1.0,1.0,81.0,2,0,4.9,4.95,2,False,True,False,True
2.0,4.0,500.0,1,24,5.0,5.0,0,False,False,False,False
2.0,1.0,169.0,1,20,4.9,4.69,0,False,False,False,True
0.0,1.0,104.0,43,0,4.86,4.86,0,False,False,False,False
1.0,2.0,67.0,7,0,4.63,5.0,7,False,True,False,True
1.0,1.0,100.0,43,0,3.5,5.0,0,False,False,False,False
0.0,1.0,95.0,24,0,4.0,5.0,0,False,False,False,False
0.0,1.0,95.0,24,0,5.0,5.0,0,False,False,False,False
0.0,1.0,73.0,43,0,4.14,3.86,0,False,False,False,False
1.0,1.0,81.0,11,14,4.76,5.0,6,False,False,False,False
1.0,2.0,62.0,7,0,5.0,5.0,7,False,True,False,True
0.0,1.0,171.0,4,27,4.75,4.75,3,False,False,False,True
2.0,1.0,205.0,2,2,4.86,5.0,0,False,False,False,False
1.0,1.0,57.0,6,9,4.86,4.71,4,False,True,False,True
3.0,2.0,252.0,2,0,4.94,5.0,0,False,False,False,False
0.0,1.0,150.0,2,11,4.88,4.84,0,False,False,False,True
2.0,1.0,154.0,1,13,4.88,4.85,0,False,False,False,True
1.0,1.0,215.0,2,6,4.92,4.9,0,False,False,False,True
2.0,1.0,160.0,20,16,2.0,5.0,0,False,False,False,False
0.0,1.0,90.0,20,3,5.0,4.5,0,False,False,False,False
2.0,1.0,363.0,6,9,4.99,4.96,0,False,False,False,True
1.0,1.0,250.0,4,9,4.96,4.95,3,False,True,False,True
0.0,1.0,70.0,2,0,4.0,4.8,0,False,False,False,False
3.0,1.0,421.0,5,16,4.92,4.95,0,False,False,False,True
1.0,1.0,167.0,30,0,5.0,4.77,0,False,False,False,False
1.0,1.0,158.0,4,0,4.67,4.72,0,False,False,False,False
1.0,1.0,127.0,1,0,4.44,4.89,0,False,False,False,False
1.0,2.0,77.0,7,11,4.75,4.88,7,False,True,False,True
0.0,1.0,83.0,43,0,5.0,4.0,0,False,False,False,False
1.0,1.0,82.0,4,15,4.9,4.78,2,False,True,False,True
2.0,2.0,315.0,1,5,4.92,4.92,0,False,False,False,True
1.0,1.0,111.0,2,0,4.97,5.0,1,False,True,False,True
3.0,1.5,413.0,5,0,5.0,5.0,0,False,False,False,True
2.0,1.0,89.0,11,0,4.92,4.85,6,False,False,False,False
1.0,1.0,114.0,2,23,4.92,4.95,1,False,True,False,True
1.0,1.0,49.0,6,3,4.9,4.74,4,False,True,False,True
2.0,1.0,360.0,1,12,4.88,4.81,0,False,False,False,True
1.0,2.0,70.0,7,13,4.4,5.0,7,False,True,False,True
1.0,1.0,48.0,7,9,5.0,5.0,4,False,True,False,False
1.0,1.0,100.0,1,2,4.99,4.97,1,False,True,False,True
0.0,1.0,74.0,3,0,5.0,5.0,3,False,True,False,False
1.0,1.0,250.0,4,9,4.91,4.97,3,False,True,False,True
1.0,1.0,149.0,1,0,5.0,5.0,0,False,False,False,False
0.0,1.0,77.0,43,0,5.0,4.0,0,False,False,False,False
1.0,1.0,105.0,20,0,3.67,4.67,0,False,False,False,False
0.0,1.0,160.0,30,0,4.88,4.75,0,False,False,False,False
2.0,1.0,125.0,20,1,4.2,4.6,0,False,False,False,False
0.0,1.0,73.0,43,0,4.57,4.0,0,False,False,False,False
0.0,1.0,96.0,6,7,4.81,5.0,0,False,False,False,True
0.0,1.0,77.0,43,0,5.0,4.67,0,False,False,False,False
1.0,1.0,80.0,7,24,4.0,3.5,4,False,True,False,False
3.0,1.0,421.0,1,17,4.8,4.7,0,False,False,False,False
1.0,1.0,138.0,1,16,4.92,4.86,0,False,False,False,True
1.0,2.0,64.0,7,6,4.33,5.0,7,False,True,False,True
1.0,2.0,64.0,7,14,4.81,4.88,7,False,True,False,True
3.0,2.0,522.0,6,9,4.98,4.94,0,False,False,False,True
0.0,1.0,78.0,43,0,4.0,2.0,0,False,False,False,False
0.0,1.0,95.0,20,0,3.25,4.75,0,False,False,False,False
1.0,1.0,145.0,1,0,5.0,5.0,0,False,False,False,True
1.0,1.0,100.0,43,0,4.0,5.0,0,False,False,False,False
0.0,1.0,100.0,2,2,5.0,5.0,0,False,False,False,True
3.0,2.5,417.0,1,9,5.0,5.0,0,False,False,False,False
2.0,2.0,153.0,20,3,4.85,4.9,0,False,False,False,False
1.0,1.0,165.0,1,0,4.67,4.98,0,False,False,False,False
1.0,1.0,81.0,2,0,5.0,5.0,0,False,False,False,True
2.0,1.0,151.0,2,0,5.0,5.0,0,False,False,False,False
1.0,1.0,57.0,12,13,4.43,4.86,8,False,True,False,False
1.0,1.0,82.0,2,0,4.81,4.45,2,False,True,False,False
1.0,1.0,90.0,1,0,5.0,5.0,0,False,False,False,False
1.0,2.0,197.0,4,12,4.9,4.98,3,False,True,False,True
2.0,1.0,139.0,1,0,4.89,4.83,0,False,False,False,True
1.0,1.0,140.0,4,29,4.94,4.97,3,False,True,False,True
1.0,1.0,190.0,3,15,4.98,4.97,0,False,False,False,True
1.0,1.0,480.0,1,0,5.0,5.0,0,False,False,False,False
1.0,1.0,65.0,1,0,5.0,5.0,1,False,True,False,False
1.0,1.0,116.0,4,24,4.91,4.94,3,False,True,False,True
1.0,1.0,134.0,1,0,4.92,4.63,1,False,True,False,True
2.0,1.0,186.0,2,4,4.98,5.0,1,False,False,False,True
2.0,2.0,305.0,3,4,4.88,5.0,0,False,False,False,True
1.0,1.0,177.0,3,1,4.95,4.94,0,False,False,False,True
0.0,1.0,145.0,1,30,4.72,4.67,0,False,False,False,True
2.0,1.5,274.0,1,17,5.0,5.0,0,False,False,False,False
1.0,1.0,63.0,8,30,4.8,4.9,7,False,True,False,False
1.0,1.0,162.0,1,1,4.92,4.96,0,False,False,False,True
0.0,1.0,169.0,2,0,4.91,4.88,0,False,False,False,True
2.0,1.0,119.0,43,0,4.5,5.0,0,False,False,False,False
1.0,1.0,65.0,5,10,4.94,4.64,2,False,True,False,True
1.0,1.0,187.0,1,2,4.98,4.99,0,False,False,False,True
1.0,1.0,160.0,1,6,4.94,4.9,0,False,False,False,True
1.0,1.0,65.0,5,8,4.9,4.62,2,False,True,False,True
0.0,1.0,60.0,252,0,4.69,4.94,0,False,False,False,False
3.0,1.0,87.0,3,12,4.97,4.97,2,False,True,False,True
1.0,1.0,100.0,1,18,5.0,5.0,1,False,True,False,False
0.0,1.0,91.0,43,0,4.5,5.0,0,False,False,False,False
1.0,1.0,97.0,1,11,4.91,4.9,1,False,True,False,True
2.0,1.0,313.0,2,30,5.0,4.67,1,False,True,False,False
1.0,1.0,118.0,2,6,4.78,4.75,0,False,False,False,False
1.0,1.0,195.0,1,26,4.98,4.79,0,False,False,False,True
0.0,1.0,148.0,142,7,4.76,4.79,30,False,True,False,True
3.0,1.0,466.0,1,19,4.91,4.8,0,False,False,False,True
3.0,1.0,491.0,1,5,4.95,4.94,0,False,False,False,True
2.0,2.0,190.0,1,12,4.92,4.84,0,False,False,False,True
1.0,1.0,268.0,5,27,4.75,4.88,2,False,True,False,False
1.0,1.0,301.0,5,30,5.0,4.78,2,False,True,False,False
1.0,1.0,100.0,3,0,5.0,5.0,0,False,False,False,True
1.0,1.0,127.0,20,5,5.0,5.0,0,False,False,False,False
0.0,1.0,90.0,20,16,4.6,5.0,0,False,False,False,False
1.0,1.0,64.0,38,0,4.8,4.9,21,False,True,False,False
1.0,1.0,59.0,2,4,4.89,4.51,1,False,True,False,True
0.0,1.0,226.0,142,2,4.95,5.0,30,False,True,False,True
0.0,1.0,199.0,142,6,4.5,4.6,30,False,True,False,True
0.0,1.0,155.0,3,8,4.88,4.72,0,False,False,False,False
1.0,1.5,91.0,1,0,4.82,4.9,0,False,False,False,False
1.0,1.0,52.0,7,0,4.4,4.5,4,False,True,False,False
1.0,1.0,227.0,1,9,4.96,4.95,0,False,False,False,True
1.0,1.0,57.0,1,0,4.53,4.75,1,False,True,False,False
1.0,1.0,90.0,20,2,4.72,5.0,0,False,False,False,False
4.0,2.5,432.0,1,14,5.0,5.0,0,False,False,False,False
2.0,1.0,126.0,1,2,5.0,5.0,0,False,False,False,True
1.0,1.0,149.0,1,0,4.97,4.96,0,False,False,False,True
1.0,1.0,109.0,1,1,4.96,4.92,0,False,False,False,False
2.0,2.0,180.0,1,0,4.67,4.67,0,False,False,False,False
3.0,3.0,550.0,4,1,4.98,4.93,2,False,False,False,True
2.0,2.0,315.0,1,14,5.0,5.0,0,False,False,False,False
1.0,1.5,360.0,1,13,4.98,4.77,0,False,False,False,True
2.0,2.0,250.0,1,0,4.96,4.93,1,False,True,False,True
0.0,1.0,204.0,143,5,4.92,4.9,0,False,False,False,True
2.0,1.0,160.0,1,0,4.92,4.79,0,False,False,False,False
1.0,2.0,64.0,5,15,4.72,4.81,5,False,True,False,True
0.0,1.0,95.0,252,0,4.81,4.86,0,False,False,False,False
1.0,1.0,126.0,4,8,4.73,4.53,3,False,True,False,True
0.0,1.0,79.0,43,0,5.0,3.0,0,False,False,False,False
1.0,1.0,154.0,23,0,5.0,5.0,0,False,False,False,False
3.0,2.0,373.0,1,15,4.93,4.88,0,False,False,False,True
1.0,1.0,126.0,1,17,4.79,5.0,0,False,False,False,True
1.0,1.0,191.0,1,2,4.88,4.97,0,False,False,False,True
0.0,1.0,77.0,43,0,4.33,4.0,0,False,False,False,False
1.0,1.0,145.0,2,0,4.92,4.88,0,False,False,False,True
2.0,1.0,267.0,5,10,4.96,4.97,0,False,False,False,True
1.0,1.0,92.0,3,3,4.84,4.79,0,False,False,False,True
3.0,2.0,350.0,1,0,5.0,5.0,0,False,False,False,False
0.0,1.0,76.0,43,7,4.5,3.75,0,False,False,False,False
0.0,1.0,76.0,43,2,5.0,5.0,0,False,False,False,False
0.0,1.0,81.0,43,0,5.0,3.33,0,False,False,False,False
0.0,1.0,91.0,43,0,4.88,5.0,0,False,False,False,False
1.0,1.0,217.0,1,20,4.96,4.99,0,False,False,False,False
2.0,1.5,522.0,3,17,4.5,4.58,1,False,False,False,False
0.0,1.0,76.0,43,0,3.75,3.25,0,False,False,False,False
2.0,1.0,165.0,2,1,5.0,5.0,0,False,False,False,True
3.0,2.0,133.0,5,12,4.87,4.73,2,False,False,False,True
1.0,1.0,270.0,4,4,5.0,5.0,0,False,False,False,True
1.0,1.0,217.0,4,12,4.94,4.99,0,False,False,False,True
1.0,1.0,160.0,2,0,5.0,5.0,0,False,False,False,True
1.0,1.0,112.0,2,3,4.95,4.83,0,False,False,False,True
3.0,2.0,524.0,1,14,4.67,4.67,0,False,False,False,False
1.0,1.0,94.0,3,3,4.91,4.88,0,False,False,False,True
2.0,1.0,146.0,3,3,4.83,4.79,0,False,False,False,True
1.0,1.0,63.0,4,7,4.79,4.87,4,False,True,False,False
1.0,1.0,62.0,4,21,4.69,4.8,4,False,True,False,False
3.0,1.0,76.0,3,7,4.89,5.0,2,False,True,False,True
1.0,1.0,59.0,8,30,4.71,5.0,7,False,True,False,False
1.0,1.0,66.0,4,20,4.77,4.87,4,False,True,False,False
2.0,2.0,160.0,1,6,4.8,4.64,0,False,False,False,False
1.0,1.0,125.0,1,0,4.86,4.95,0,False,False,False,False
1.0,2.0,180.0,1,12,4.79,4.71,0,False,False,False,True
1.0,4.0,120.0,15,26,4.34,3.93,12,False,True,False,False
5.0,2.0,300.0,3,0,5.0,5.0,0,False,False,False,False
1.0,1.0,108.0,5,0,5.0,5.0,5,False,True,False,True
2.0,1.0,200.0,1,0,4.85,5.0,0,False,False,False,False
1.0,1.0,224.0,1,30,5.0,5.0,1,False,True,False,False
1.0,1.0,156.0,1,5,4.94,4.93,1,False,True,False,True
1.0,1.0,338.0,1,11,4.86,4.71,0,False,False,False,False
0.0,1.0,109.0,20,0,4.62,4.95,0,False,False,False,False
1.0,1.0,196.0,2,4,4.83,5.0,0,False,False,False,False
2.0,1.0,411.0,1,21,4.94,4.81,0,False,False,False,True
3.0,2.0,570.0,23,0,5.0,5.0,0,False,False,False,False
2.0,1.0,160.0,1,6,4.88,4.86,0,False,False,False,True
2.0,1.0,117.0,5,8,4.82,4.69,2,False,False,False,True
1.0,1.0,147.0,2,10,4.99,4.92,0,False,False,False,True
1.0,1.0,83.0,6,4,4.89,4.82,5,False,True,False,True
2.0,1.0,180.0,1,20,4.84,4.58,0,False,False,False,False
1.0,1.0,66.0,38,0,4.78,4.67,21,False,True,False,False
3.0,2.0,331.0,2,8,4.98,4.84,0,False,False,False,True
1.0,1.0,80.0,2,0,4.83,4.94,2,False,True,False,True
1.0,1.0,107.0,2,24,4.75,4.89,2,False,True,False,True
2.0,1.5,453.0,6,14,4.85,4.94,1,False,False,False,True
1.0,1.0,499.0,4,24,4.95,5.0,0,False,False,False,True
1.0,1.5,349.0,1,24,4.81,4.94,0,False,False,False,False
1.0,1.0,135.0,1,28,4.76,4.86,1,False,True,False,False
1.0,1.0,332.0,1,13,4.98,4.57,0,False,False,False,True
1.0,1.0,150.0,3,4,4.89,4.94,0,False,False,False,True
0.0,1.0,123.0,1,5,4.89,4.89,0,False,False,False,True
1.0,1.0,192.0,11,1,4.81,4.98,0,False,False,False,True
2.0,2.0,296.0,1,24,4.8,5.0,0,False,False,False,False
4.0,2.0,750.0,2,22,4.88,4.97,0,False,False,False,False
1.0,1.0,110.0,6,1,4.82,5.0,0,False,False,False,True
0.0,1.0,77.0,1,1,4.8,4.95,0,False,False,False,False
1.0,1.0,115.0,1,0,4.56,4.56,0,False,False,False,False
3.0,2.5,248.0,2,0,4.79,4.9,0,False,False,False,False
1.0,1.0,118.0,9,22,4.92,4.97,3,False,False,False,True
1.0,1.0,180.0,2,0,4.9,4.9,0,False,False,False,True
4.0,2.0,638.0,1,16,5.0,5.0,0,False,False,False,False
1.0,1.0,191.0,2,0,4.81,4.86,0,False,False,False,False
2.0,1.0,333.0,2,22,4.88,4.79,0,False,False,False,True
2.0,2.0,350.0,2,28,5.0,5.0,0,False,False,False,True
1.0,1.0,74.0,12,1,4.82,5.0,12,False,True,False,True
1.0,2.0,42.0,4,0,3.94,4.0,4,False,True,False,False
3.0,1.5,300.0,1,3,4.92,4.88,0,False,False,False,False
2.0,2.0,179.0,1,2,4.86,4.69,0,False,False,False,True
1.0,1.0,113.0,3,0,5.0,4.95,3,False,True,False,True
1.0,1.0,171.0,1,7,4.99,4.98,0,False,False,False,True
1.0,1.0,192.0,2,17,4.91,4.83,0,False,False,False,True
2.0,1.0,117.0,1,4,4.89,4.67,0,False,False,False,True
1.0,1.0,143.0,2,8,4.86,4.87,0,False,False,False,True
2.0,2.0,207.0,1,0,4.85,4.98,0,False,False,False,False
2.0,1.0,286.0,1,12,4.9,4.87,0,False,False,False,True
1.0,1.0,146.0,5,25,4.78,4.94,4,False,True,False,True
1.0,1.0,99.0,252,0,4.78,5.0,0,False,False,False,False
1.0,1.0,95.0,2,14,4.81,4.84,2,False,True,False,True
1.0,1.0,127.0,1,12,4.98,4.97,1,False,True,False,True
2.0,1.5,300.0,2,6,4.95,4.86,0,False,False,False,True
1.0,1.0,53.0,12,16,3.8,5.0,8,False,True,False,False
1.0,1.0,138.0,1,4,4.9,4.94,0,False,False,False,False
1.0,1.0,232.0,5,15,4.95,4.93,2,False,True,False,True
1.0,1.0,148.0,5,18,4.91,4.97,2,False,False,False,True
0.0,1.0,90.0,1,8,4.94,4.93,0,False,False,False,True
1.0,1.5,139.0,5,23,4.75,4.95,4,False,True,False,True
1.0,1.5,148.0,5,23,4.7,4.89,4,False,True,False,True
1.0,1.0,275.0,1,2,5.0,4.99,0,False,False,False,True
1.0,1.0,134.0,2,12,4.98,4.97,1,False,True,False,False
1.0,1.0,120.0,1,12,4.89,4.92,1,False,True,False,True
3.0,2.5,494.0,1,5,4.96,4.94,0,False,False,False,True
1.0,1.5,82.0,1,1,4.99,4.93,1,False,True,False,False
2.0,2.0,424.0,2,6,4.99,4.99,1,False,False,False,True
1.0,1.0,162.0,1,0,5.0,4.86,0,False,False,False,True
2.0,1.5,360.0,2,25,4.92,4.95,0,False,False,False,True
3.0,1.5,535.0,1,0,5.0,4.87,0,False,False,False,True
1.0,1.0,249.0,1,21,4.97,4.97,0,False,False,False,True
1.0,1.0,170.0,1,24,4.92,4.98,1,False,True,False,True
0.0,1.0,98.0,23,0,2.5,2.5,0,False,False,False,False
2.0,1.0,280.0,3,12,4.8,5.0,3,False,True,False,True
3.0,1.5,333.0,1,7,4.96,4.95,0,False,False,False,True
1.0,1.0,109.0,3,19,4.7,4.9,3,False,True,False,False
0.0,1.0,242.0,4887,3,5.0,5.0,0,False,False,False,False
1.0,1.5,120.0,2,30,5.0,5.0,2,False,True,False,False
3.0,2.0,280.0,2,12,4.76,4.91,0,False,False,False,True
2.0,1.0,404.0,1,7,5.0,4.97,0,False,False,False,False
2.0,1.0,416.0,1,15,4.96,4.96,0,False,False,False,False
1.0,1.0,98.0,2,0,5.0,5.0,2,False,True,False,False
1.0,1.0,225.0,3,2,5.0,4.96,1,False,True,False,True
1.0,1.0,75.0,3,8,4.67,4.84,3,False,True,False,False
3.0,1.5,135.0,1,10,4.93,4.93,0,False,False,False,False
1.0,1.0,228.0,4,20,4.95,4.98,0,False,False,False,True
1.0,1.0,69.0,4,9,4.91,4.78,4,False,True,False,True
3.0,2.5,394.0,1,13,4.84,4.81,0,False,False,False,True
1.0,1.0,99.0,252,0,4.82,4.91,0,False,False,False,False
1.0,1.0,99.0,252,0,4.92,5.0,0,False,False,False,False
1.0,1.0,112.0,1,0,4.83,5.0,1,False,True,False,False
1.0,1.0,62.0,4,8,4.87,4.79,4,False,True,False,True
1.0,1.0,69.0,4,3,4.9,4.78,4,False,True,False,True
1.0,1.0,99.0,252,0,5.0,5.0,0,False,False,False,False
1.0,1.0,155.0,1,3,4.97,4.94,0,False,False,False,True
1.0,1.0,90.0,3,0,5.0,4.91,0,False,False,False,False
1.0,1.0,69.0,2,0,4.8,4.73,2,False,True,False,True
1.0,1.0,85.0,6,11,4.91,4.83,5,False,True,False,True
2.0,1.0,156.0,1,19,4.8,4.83,0,False,False,False,True
1.0,2.0,430.0,4,2,4.96,4.87,3,False,True,False,True
1.0,1.0,63.0,8,18,4.71,4.57,7,False,True,False,False
3.0,2.0,526.0,4,10,4.98,4.96,3,False,False,False,True
1.0,1.0,175.0,1,4,5.0,5.0,0,False,False,False,True
